att1,att2,att3,att4,att5,att10,att11,att13,att14,att15,att18,att20,att22,att25,att26,att33,att38,att43,att47,att48,att51,att56,att59,att61,att64,att65,att66,att68,att69,att71,att73,att75,att76,att78,att79,att80,att81,att82,att83,att85,att86,att93,att94,att97,att98,att100,att103,att104,att106,att107,att109,att111,att113,att114,att115,att117,att120,att121,att122,att123,att125,att127,att128,att130,att133,att135,att136,att137,att138,att144,att145,att149,att151,att152,att156,att157,att158,att159,att164,att166,att167,att168,att169,att170,att171,att173,att175,att180,att181,att182,att186,att187,att189,att191,att196,att197,att200,att203,att209,att212,class
385.0,395.0,1012.0,611.0,661.0,4.0,9.0,398.0,648.0,689.0,826.0,27.0,13.0,326.0,352.0,30.0,462.0,16.0,7.0,12.0,960.0,39.0,8.0,235.0,760.0,1141.0,856.0,27.0,17.0,9.0,377.0,800.0,527.0,832.0,15.0,35.0,40.0,10.0,11.0,335.0,547.0,33.0,17.0,476.0,544.0,538.0,38.0,12.0,10.0,17.0,176.0,1016.0,1064.0,1013.0,2.0,26.0,1.0,393.0,257.0,862.0,984.0,1.0,24.0,11.0,337.0,1101.0,642.0,755.0,875.0,2.0,415.0,823.0,19.0,11.0,15.0,471.0,419.0,603.0,28.0,9.0,13.0,8.0,265.0,403.0,840.0,1049.0,7.0,1.0,93.0,99.0,937.0,1.0,2.0,2.0,675.0,653.0,13.0,14.0,672.0,31.0,8
377.0,397.0,959.0,800.0,638.0,3.0,9.0,424.0,326.0,652.0,833.0,13.0,14.0,360.0,160.0,40.0,166.0,14.0,1.0,1.0,951.0,15.0,2.0,281.0,893.0,1118.0,769.0,33.0,31.0,9.0,395.0,835.0,702.0,767.0,17.0,15.0,30.0,11.0,9.0,361.0,419.0,37.0,16.0,506.0,396.0,743.0,36.0,28.0,11.0,11.0,136.0,951.0,1041.0,880.0,0.0,0.0,2.0,347.0,261.0,797.0,961.0,1.0,28.0,8.0,341.0,1036.0,799.0,732.0,732.0,1.0,447.0,800.0,21.0,19.0,12.0,491.0,291.0,614.0,14.0,10.0,11.0,11.0,311.0,279.0,825.0,1028.0,9.0,8.0,115.0,305.0,822.0,1.0,28.0,4.0,876.0,630.0,27.0,16.0,649.0,23.0,8
416.0,424.0,845.0,959.0,687.0,11.0,14.0,345.0,189.0,688.0,1024.0,24.0,18.0,273.0,197.0,34.0,173.0,10.0,0.0,1.0,907.0,18.0,1.0,216.0,950.0,1151.0,898.0,14.0,37.0,8.0,292.0,855.0,835.0,1012.0,37.0,24.0,24.0,19.0,8.0,328.0,266.0,31.0,14.0,391.0,219.0,908.0,16.0,25.0,9.0,0.0,231.0,823.0,1082.0,771.0,20.0,6.0,8.0,374.0,318.0,669.0,1004.0,21.0,13.0,16.0,314.0,908.0,926.0,783.0,859.0,11.0,358.0,843.0,27.0,28.0,14.0,384.0,228.0,598.0,25.0,18.0,12.0,9.0,284.0,240.0,783.0,1079.0,29.0,16.0,142.0,436.0,739.0,21.0,34.0,9.0,1037.0,679.0,34.0,5.0,684.0,12.0,8
412.0,502.0,835.0,924.0,655.0,8.0,14.0,407.0,225.0,656.0,964.0,23.0,15.0,365.0,175.0,29.0,129.0,11.0,0.0,0.0,879.0,3.0,1.0,278.0,889.0,1135.0,898.0,21.0,42.0,8.0,368.0,809.0,784.0,898.0,20.0,15.0,19.0,16.0,8.0,384.0,442.0,26.0,11.0,455.0,317.0,887.0,33.0,38.0,6.0,2.0,187.0,819.0,1058.0,1001.0,3.0,11.0,1.0,414.0,396.0,665.0,978.0,4.0,26.0,15.0,354.0,904.0,917.0,749.0,859.0,4.0,418.0,817.0,24.0,29.0,13.0,456.0,374.0,560.0,22.0,15.0,12.0,10.0,314.0,390.0,747.0,1043.0,12.0,15.0,112.0,400.0,953.0,4.0,39.0,7.0,1002.0,647.0,37.0,7.0,666.0,9.0,8
334.0,452.0,969.0,774.0,673.0,13.0,11.0,263.0,237.0,714.0,961.0,8.0,24.0,243.0,129.0,41.0,135.0,16.0,3.0,0.0,993.0,14.0,4.0,186.0,891.0,1153.0,823.0,30.0,28.0,9.0,250.0,901.0,702.0,979.0,33.0,14.0,33.0,21.0,9.0,310.0,380.0,40.0,20.0,383.0,265.0,701.0,22.0,23.0,15.0,11.0,289.0,957.0,1076.0,784.0,16.0,3.0,1.0,294.0,296.0,803.0,996.0,17.0,21.0,14.0,244.0,1042.0,753.0,767.0,766.0,2.0,346.0,835.0,33.0,16.0,13.0,332.0,302.0,648.0,13.0,20.0,9.0,10.0,282.0,286.0,859.0,1061.0,25.0,13.0,218.0,420.0,714.0,17.0,25.0,6.0,842.0,665.0,22.0,16.0,684.0,20.0,8
340.0,322.0,937.0,682.0,660.0,5.0,9.0,421.0,467.0,624.0,793.0,17.0,12.0,347.0,231.0,35.0,273.0,17.0,3.0,6.0,907.0,29.0,4.0,252.0,815.0,1140.0,745.0,31.0,22.0,11.0,412.0,771.0,590.0,771.0,14.0,25.0,39.0,11.0,9.0,358.0,452.0,40.0,12.0,517.0,475.0,615.0,39.0,10.0,11.0,15.0,189.0,935.0,1063.0,890.0,3.0,9.0,1.0,362.0,242.0,781.0,983.0,2.0,26.0,6.0,292.0,1020.0,697.0,754.0,742.0,2.0,450.0,822.0,18.0,7.0,15.0,494.0,356.0,556.0,20.0,12.0,11.0,10.0,272.0,322.0,781.0,1048.0,6.0,3.0,124.0,216.0,816.0,2.0,19.0,4.0,752.0,652.0,9.0,16.0,671.0,31.0,8
399.0,435.0,1078.0,727.0,649.0,11.0,9.0,372.0,432.0,765.0,865.0,14.0,22.0,334.0,172.0,34.0,202.0,11.0,1.0,5.0,1056.0,22.0,2.0,269.0,862.0,1129.0,809.0,34.0,21.0,9.0,329.0,934.0,647.0,807.0,24.0,22.0,40.0,19.0,9.0,375.0,535.0,39.0,20.0,444.0,470.0,660.0,29.0,21.0,15.0,13.0,204.0,1072.0,1052.0,968.0,7.0,10.0,2.0,397.0,307.0,918.0,972.0,8.0,25.0,16.0,363.0,1157.0,738.0,743.0,808.0,1.0,385.0,811.0,28.0,12.0,12.0,419.0,373.0,697.0,21.0,18.0,11.0,11.0,327.0,351.0,930.0,1037.0,16.0,4.0,175.0,287.0,890.0,8.0,18.0,4.0,801.0,641.0,20.0,16.0,660.0,30.0,8
366.0,402.0,864.0,797.0,660.0,3.0,10.0,405.0,289.0,595.0,859.0,11.0,12.0,333.0,155.0,38.0,163.0,16.0,2.0,3.0,870.0,13.0,3.0,230.0,872.0,1140.0,781.0,31.0,33.0,10.0,382.0,768.0,687.0,759.0,15.0,11.0,28.0,9.0,10.0,314.0,382.0,35.0,14.0,509.0,345.0,744.0,38.0,26.0,9.0,10.0,161.0,854.0,1063.0,856.0,2.0,2.0,2.0,350.0,270.0,700.0,983.0,1.0,22.0,8.0,334.0,939.0,790.0,754.0,736.0,3.0,430.0,822.0,19.0,17.0,16.0,482.0,276.0,535.0,10.0,10.0,10.0,7.0,240.0,258.0,736.0,1048.0,7.0,12.0,92.0,330.0,810.0,1.0,30.0,5.0,873.0,652.0,25.0,15.0,671.0,17.0,8
339.0,339.0,845.0,742.0,665.0,5.0,9.0,412.0,468.0,552.0,818.0,9.0,16.0,322.0,236.0,37.0,306.0,19.0,1.0,4.0,829.0,17.0,2.0,219.0,821.0,1145.0,740.0,35.0,32.0,9.0,393.0,711.0,638.0,794.0,12.0,17.0,27.0,13.0,7.0,335.0,389.0,34.0,20.0,536.0,454.0,677.0,37.0,20.0,13.0,13.0,182.0,841.0,1068.0,881.0,5.0,3.0,1.0,351.0,287.0,687.0,988.0,4.0,22.0,10.0,285.0,926.0,753.0,759.0,755.0,2.0,451.0,827.0,16.0,11.0,15.0,479.0,301.0,490.0,16.0,12.0,13.0,8.0,239.0,291.0,697.0,1053.0,4.0,5.0,115.0,211.0,809.0,4.0,31.0,2.0,814.0,657.0,19.0,14.0,676.0,23.0,8
495.0,435.0,937.0,992.0,663.0,11.0,12.0,448.0,214.0,720.0,957.0,17.0,18.0,374.0,204.0,33.0,196.0,16.0,2.0,2.0,979.0,21.0,1.0,281.0,979.0,1143.0,887.0,21.0,40.0,8.0,353.0,899.0,862.0,951.0,31.0,21.0,23.0,17.0,8.0,395.0,259.0,30.0,14.0,462.0,210.0,943.0,22.0,18.0,9.0,4.0,248.0,919.0,1066.0,844.0,14.0,7.0,5.0,457.0,267.0,765.0,986.0,15.0,18.0,18.0,385.0,1004.0,959.0,757.0,768.0,8.0,423.0,825.0,33.0,21.0,15.0,449.0,203.0,636.0,20.0,16.0,14.0,8.0,327.0,207.0,849.0,1051.0,23.0,15.0,141.0,395.0,816.0,15.0,35.0,5.0,1068.0,655.0,31.0,9.0,674.0,15.0,8
395.0,469.0,786.0,907.0,635.0,5.0,14.0,348.0,192.0,605.0,928.0,14.0,16.0,284.0,172.0,33.0,154.0,14.0,0.0,1.0,834.0,14.0,1.0,213.0,898.0,1115.0,834.0,22.0,36.0,8.0,325.0,766.0,779.0,886.0,27.0,12.0,23.0,13.0,8.0,309.0,305.0,30.0,20.0,436.0,230.0,856.0,26.0,23.0,13.0,2.0,198.0,768.0,1038.0,829.0,10.0,7.0,6.0,365.0,315.0,614.0,958.0,11.0,11.0,12.0,317.0,853.0,884.0,729.0,729.0,9.0,391.0,797.0,25.0,24.0,14.0,411.0,263.0,537.0,11.0,12.0,12.0,9.0,265.0,263.0,706.0,1023.0,19.0,16.0,143.0,443.0,785.0,11.0,35.0,7.0,985.0,627.0,28.0,7.0,646.0,12.0,8
400.0,448.0,1139.0,674.0,683.0,11.0,10.0,351.0,463.0,826.0,941.0,12.0,22.0,337.0,153.0,31.0,199.0,12.0,2.0,5.0,1119.0,24.0,3.0,286.0,833.0,1163.0,845.0,36.0,18.0,10.0,278.0,997.0,604.0,901.0,25.0,20.0,37.0,19.0,10.0,394.0,570.0,36.0,20.0,385.0,481.0,599.0,28.0,19.0,15.0,14.0,333.0,1135.0,1086.0,990.0,8.0,15.0,4.0,354.0,310.0,981.0,1006.0,9.0,23.0,16.0,324.0,1220.0,691.0,777.0,828.0,3.0,382.0,845.0,29.0,10.0,10.0,356.0,416.0,762.0,19.0,18.0,10.0,13.0,378.0,402.0,995.0,1071.0,17.0,6.0,256.0,304.0,900.0,9.0,13.0,5.0,740.0,675.0,18.0,17.0,694.0,28.0,8
391.0,365.0,979.0,702.0,682.0,4.0,8.0,424.0,606.0,670.0,829.0,30.0,13.0,348.0,328.0,29.0,408.0,18.0,0.0,8.0,939.0,36.0,1.0,257.0,801.0,1162.0,853.0,24.0,26.0,8.0,411.0,791.0,588.0,803.0,13.0,38.0,31.0,10.0,8.0,345.0,499.0,30.0,17.0,516.0,518.0,637.0,40.0,15.0,10.0,12.0,174.0,981.0,1085.0,992.0,4.0,19.0,1.0,401.0,299.0,827.0,1005.0,3.0,27.0,11.0,349.0,1066.0,727.0,776.0,868.0,2.0,455.0,844.0,17.0,12.0,15.0,503.0,393.0,574.0,31.0,9.0,12.0,8.0,275.0,387.0,811.0,1070.0,5.0,1.0,97.0,117.0,928.0,3.0,11.0,3.0,770.0,674.0,16.0,15.0,693.0,32.0,8
401.0,431.0,909.0,930.0,613.0,12.0,9.0,356.0,202.0,686.0,935.0,15.0,19.0,308.0,162.0,36.0,124.0,5.0,1.0,0.0,943.0,13.0,0.0,243.0,961.0,1093.0,851.0,19.0,37.0,7.0,319.0,855.0,812.0,953.0,32.0,15.0,26.0,20.0,7.0,345.0,311.0,33.0,15.0,424.0,230.0,875.0,21.0,24.0,10.0,7.0,192.0,893.0,1016.0,796.0,15.0,4.0,3.0,353.0,309.0,739.0,936.0,16.0,14.0,15.0,353.0,978.0,901.0,707.0,756.0,6.0,379.0,775.0,22.0,25.0,13.0,405.0,259.0,602.0,14.0,19.0,13.0,10.0,291.0,259.0,813.0,1001.0,24.0,17.0,167.0,425.0,756.0,16.0,32.0,2.0,1008.0,605.0,29.0,12.0,624.0,9.0,8
446.0,372.0,850.0,775.0,666.0,4.0,12.0,463.0,385.0,535.0,833.0,15.0,11.0,389.0,247.0,37.0,273.0,18.0,4.0,2.0,814.0,23.0,3.0,288.0,826.0,1146.0,755.0,33.0,34.0,10.0,450.0,694.0,663.0,781.0,13.0,23.0,27.0,8.0,10.0,382.0,296.0,34.0,15.0,563.0,339.0,718.0,38.0,16.0,8.0,12.0,211.0,848.0,1069.0,868.0,4.0,3.0,1.0,428.0,228.0,694.0,989.0,3.0,24.0,11.0,388.0,933.0,772.0,760.0,740.0,2.0,502.0,828.0,17.0,7.0,15.0,544.0,200.0,523.0,22.0,7.0,16.0,8.0,296.0,198.0,702.0,1054.0,5.0,9.0,102.0,266.0,812.0,3.0,31.0,1.0,851.0,658.0,15.0,11.0,677.0,29.0,8
389.0,355.0,914.0,797.0,657.0,5.0,10.0,398.0,480.0,611.0,845.0,13.0,12.0,310.0,242.0,39.0,324.0,18.0,2.0,3.0,892.0,21.0,1.0,209.0,874.0,1137.0,805.0,35.0,32.0,8.0,379.0,770.0,693.0,797.0,13.0,21.0,29.0,9.0,8.0,309.0,411.0,36.0,16.0,512.0,460.0,738.0,36.0,16.0,11.0,12.0,210.0,910.0,1060.0,930.0,4.0,1.0,2.0,381.0,287.0,756.0,980.0,3.0,20.0,12.0,311.0,995.0,808.0,751.0,814.0,3.0,439.0,819.0,17.0,7.0,16.0,469.0,307.0,543.0,20.0,8.0,14.0,7.0,219.0,299.0,764.0,1045.0,5.0,6.0,109.0,183.0,874.0,3.0,29.0,1.0,871.0,649.0,15.0,13.0,668.0,27.0,8
432.0,472.0,1013.0,820.0,674.0,12.0,9.0,397.0,315.0,746.0,949.0,23.0,17.0,333.0,157.0,35.0,187.0,10.0,1.0,1.0,1017.0,5.0,2.0,266.0,867.0,1154.0,875.0,23.0,38.0,9.0,350.0,923.0,702.0,865.0,23.0,15.0,25.0,20.0,9.0,380.0,518.0,32.0,13.0,441.0,395.0,769.0,30.0,38.0,8.0,7.0,207.0,1005.0,1077.0,1020.0,6.0,5.0,0.0,426.0,362.0,851.0,997.0,7.0,26.0,15.0,364.0,1090.0,823.0,768.0,868.0,1.0,400.0,836.0,27.0,29.0,14.0,438.0,402.0,662.0,22.0,19.0,11.0,9.0,324.0,396.0,883.0,1062.0,15.0,10.0,146.0,282.0,954.0,7.0,33.0,4.0,898.0,666.0,37.0,12.0,685.0,13.0,8
417.0,459.0,990.0,889.0,660.0,11.0,10.0,354.0,196.0,743.0,920.0,9.0,22.0,300.0,142.0,38.0,122.0,12.0,2.0,2.0,1012.0,13.0,3.0,251.0,950.0,1140.0,836.0,25.0,33.0,10.0,303.0,928.0,783.0,908.0,25.0,15.0,28.0,19.0,10.0,341.0,327.0,35.0,18.0,418.0,252.0,832.0,28.0,24.0,13.0,8.0,246.0,976.0,1063.0,861.0,8.0,2.0,3.0,381.0,303.0,822.0,983.0,9.0,16.0,16.0,345.0,1061.0,868.0,754.0,733.0,4.0,379.0,822.0,29.0,23.0,11.0,391.0,285.0,669.0,14.0,18.0,10.0,12.0,305.0,285.0,884.0,1048.0,17.0,15.0,181.0,431.0,805.0,9.0,30.0,5.0,967.0,652.0,23.0,13.0,671.0,19.0,8
406.0,356.0,987.0,764.0,680.0,7.0,8.0,435.0,447.0,676.0,838.0,13.0,16.0,371.0,189.0,43.0,249.0,14.0,0.0,3.0,963.0,23.0,1.0,280.0,877.0,1160.0,774.0,35.0,30.0,8.0,394.0,839.0,674.0,764.0,17.0,21.0,33.0,13.0,8.0,378.0,460.0,40.0,20.0,503.0,481.0,699.0,36.0,18.0,13.0,12.0,173.0,981.0,1083.0,929.0,0.0,3.0,0.0,396.0,240.0,827.0,1003.0,1.0,22.0,14.0,362.0,1066.0,769.0,774.0,775.0,1.0,442.0,842.0,21.0,9.0,14.0,488.0,300.0,618.0,20.0,12.0,12.0,9.0,308.0,282.0,841.0,1068.0,9.0,6.0,112.0,208.0,857.0,1.0,25.0,3.0,840.0,672.0,17.0,15.0,691.0,27.0,8
411.0,413.0,1204.0,636.0,638.0,12.0,9.0,392.0,612.0,881.0,835.0,32.0,23.0,340.0,266.0,29.0,356.0,11.0,7.0,14.0,1148.0,36.0,8.0,279.0,803.0,1118.0,845.0,22.0,16.0,11.0,353.0,986.0,568.0,823.0,24.0,40.0,39.0,20.0,11.0,373.0,583.0,32.0,21.0,448.0,586.0,553.0,29.0,17.0,16.0,19.0,164.0,1208.0,1041.0,1006.0,7.0,25.0,1.0,383.0,289.0,1054.0,961.0,8.0,23.0,15.0,379.0,1293.0,661.0,732.0,856.0,0.0,401.0,800.0,28.0,14.0,13.0,441.0,463.0,789.0,33.0,19.0,11.0,10.0,317.0,449.0,1032.0,1026.0,16.0,3.0,151.0,187.0,922.0,8.0,3.0,4.0,694.0,630.0,18.0,16.0,649.0,28.0,8
397.0,515.0,848.0,852.0,648.0,12.0,11.0,364.0,150.0,653.0,948.0,19.0,19.0,314.0,142.0,33.0,84.0,12.0,1.0,2.0,890.0,5.0,2.0,261.0,871.0,1128.0,848.0,17.0,36.0,9.0,331.0,816.0,730.0,920.0,25.0,11.0,23.0,20.0,9.0,353.0,339.0,30.0,15.0,448.0,254.0,801.0,28.0,34.0,10.0,5.0,196.0,830.0,1051.0,853.0,8.0,7.0,3.0,375.0,361.0,676.0,971.0,9.0,22.0,15.0,353.0,915.0,837.0,742.0,745.0,6.0,373.0,810.0,29.0,29.0,11.0,421.0,339.0,553.0,18.0,19.0,11.0,12.0,315.0,343.0,762.0,1036.0,17.0,17.0,177.0,463.0,799.0,9.0,35.0,4.0,932.0,640.0,33.0,10.0,659.0,13.0,8
383.0,331.0,889.0,744.0,652.0,4.0,9.0,382.0,486.0,580.0,858.0,17.0,13.0,300.0,242.0,38.0,306.0,17.0,1.0,6.0,863.0,27.0,2.0,195.0,831.0,1132.0,778.0,31.0,31.0,9.0,365.0,729.0,634.0,810.0,14.0,25.0,30.0,10.0,9.0,307.0,429.0,37.0,17.0,486.0,464.0,691.0,39.0,10.0,10.0,13.0,184.0,887.0,1055.0,917.0,3.0,4.0,1.0,373.0,237.0,733.0,975.0,2.0,26.0,11.0,315.0,972.0,751.0,746.0,771.0,2.0,423.0,814.0,18.0,9.0,15.0,459.0,339.0,528.0,18.0,9.0,11.0,10.0,221.0,327.0,733.0,1040.0,6.0,3.0,125.0,163.0,841.0,2.0,28.0,4.0,820.0,644.0,9.0,16.0,663.0,31.0,8
366.0,444.0,797.0,841.0,665.0,3.0,11.0,397.0,249.0,590.0,894.0,16.0,14.0,329.0,167.0,33.0,151.0,16.0,1.0,1.0,827.0,6.0,0.0,236.0,844.0,1145.0,794.0,24.0,38.0,7.0,386.0,739.0,713.0,838.0,15.0,8.0,23.0,11.0,7.0,326.0,340.0,30.0,16.0,493.0,311.0,794.0,38.0,31.0,11.0,5.0,151.0,785.0,1068.0,857.0,2.0,7.0,0.0,358.0,308.0,631.0,988.0,1.0,19.0,8.0,322.0,870.0,834.0,759.0,749.0,3.0,442.0,827.0,19.0,22.0,14.0,474.0,268.0,512.0,15.0,10.0,13.0,9.0,260.0,268.0,693.0,1053.0,7.0,14.0,106.0,372.0,803.0,1.0,35.0,4.0,921.0,657.0,30.0,10.0,676.0,12.0,8
461.0,415.0,1069.0,710.0,680.0,11.0,8.0,446.0,442.0,748.0,879.0,12.0,22.0,390.0,170.0,42.0,214.0,10.0,2.0,4.0,1051.0,22.0,3.0,321.0,829.0,1160.0,827.0,36.0,29.0,10.0,389.0,921.0,624.0,811.0,21.0,20.0,34.0,19.0,8.0,429.0,515.0,41.0,20.0,472.0,464.0,641.0,32.0,21.0,15.0,14.0,214.0,1063.0,1083.0,980.0,4.0,4.0,1.0,469.0,299.0,909.0,1003.0,5.0,23.0,16.0,407.0,1148.0,725.0,774.0,824.0,0.0,425.0,842.0,25.0,12.0,13.0,477.0,339.0,692.0,19.0,18.0,12.0,10.0,369.0,323.0,925.0,1068.0,13.0,5.0,167.0,247.0,908.0,5.0,24.0,3.0,782.0,672.0,20.0,15.0,691.0,28.0,8
344.0,502.0,968.0,820.0,666.0,15.0,10.0,315.0,235.0,717.0,921.0,25.0,18.0,303.0,153.0,37.0,133.0,12.0,2.0,2.0,990.0,3.0,3.0,226.0,925.0,1146.0,831.0,19.0,28.0,10.0,316.0,894.0,722.0,923.0,25.0,17.0,33.0,23.0,10.0,328.0,474.0,40.0,14.0,429.0,305.0,757.0,28.0,40.0,9.0,10.0,271.0,954.0,1069.0,896.0,8.0,3.0,3.0,334.0,332.0,800.0,989.0,9.0,28.0,12.0,282.0,1039.0,813.0,760.0,746.0,2.0,392.0,828.0,29.0,31.0,11.0,390.0,362.0,639.0,24.0,22.0,10.0,12.0,298.0,340.0,862.0,1054.0,17.0,13.0,194.0,422.0,828.0,9.0,25.0,5.0,894.0,658.0,39.0,15.0,677.0,11.0,8
300.0,478.0,832.0,898.0,668.0,14.0,11.0,235.0,181.0,679.0,995.0,26.0,15.0,217.0,151.0,34.0,105.0,10.0,3.0,2.0,894.0,12.0,4.0,164.0,933.0,1148.0,855.0,12.0,37.0,9.0,228.0,836.0,782.0,1003.0,41.0,18.0,24.0,20.0,9.0,260.0,354.0,31.0,11.0,365.0,245.0,847.0,16.0,31.0,6.0,5.0,293.0,810.0,1071.0,782.0,24.0,6.0,5.0,266.0,328.0,656.0,991.0,25.0,19.0,13.0,256.0,895.0,875.0,762.0,816.0,8.0,316.0,830.0,31.0,32.0,11.0,306.0,320.0,577.0,19.0,19.0,9.0,12.0,260.0,306.0,768.0,1056.0,33.0,19.0,230.0,450.0,724.0,25.0,34.0,6.0,976.0,660.0,40.0,10.0,679.0,2.0,8
303.0,341.0,836.0,767.0,657.0,4.0,8.0,402.0,366.0,559.0,844.0,16.0,13.0,308.0,186.0,38.0,208.0,18.0,0.0,2.0,832.0,6.0,1.0,237.0,844.0,1137.0,728.0,24.0,31.0,8.0,383.0,722.0,659.0,838.0,13.0,8.0,28.0,10.0,8.0,329.0,409.0,35.0,13.0,514.0,426.0,714.0,38.0,31.0,10.0,10.0,160.0,830.0,1060.0,845.0,4.0,2.0,1.0,337.0,259.0,676.0,980.0,3.0,19.0,7.0,271.0,915.0,770.0,751.0,721.0,0.0,435.0,819.0,17.0,22.0,13.0,455.0,335.0,497.0,15.0,11.0,12.0,10.0,245.0,315.0,700.0,1045.0,5.0,7.0,131.0,283.0,767.0,3.0,30.0,3.0,843.0,649.0,30.0,15.0,668.0,14.0,8
380.0,394.0,879.0,834.0,676.0,5.0,10.0,409.0,341.0,602.0,882.0,23.0,16.0,355.0,177.0,33.0,203.0,15.0,2.0,1.0,877.0,7.0,3.0,260.0,887.0,1156.0,790.0,21.0,40.0,10.0,380.0,773.0,702.0,830.0,16.0,15.0,23.0,13.0,10.0,368.0,430.0,30.0,16.0,489.0,425.0,789.0,37.0,38.0,13.0,10.0,181.0,869.0,1079.0,913.0,1.0,7.0,0.0,394.0,298.0,715.0,999.0,0.0,26.0,10.0,336.0,954.0,829.0,770.0,763.0,1.0,428.0,838.0,20.0,29.0,14.0,472.0,314.0,546.0,22.0,12.0,10.0,9.0,304.0,310.0,747.0,1064.0,8.0,10.0,100.0,274.0,851.0,0.0,35.0,5.0,912.0,668.0,37.0,15.0,687.0,9.0,8
387.0,479.0,1022.0,780.0,686.0,11.0,10.0,354.0,328.0,755.0,962.0,21.0,18.0,332.0,168.0,39.0,184.0,10.0,2.0,3.0,1026.0,7.0,3.0,265.0,853.0,1166.0,850.0,25.0,34.0,10.0,313.0,928.0,670.0,902.0,23.0,13.0,29.0,19.0,10.0,381.0,543.0,36.0,14.0,424.0,402.0,727.0,30.0,36.0,9.0,8.0,242.0,1014.0,1089.0,983.0,6.0,1.0,2.0,389.0,365.0,860.0,1009.0,7.0,24.0,16.0,347.0,1099.0,793.0,780.0,827.0,1.0,379.0,848.0,27.0,27.0,12.0,399.0,423.0,669.0,20.0,18.0,10.0,11.0,343.0,415.0,890.0,1074.0,15.0,6.0,189.0,317.0,899.0,7.0,29.0,5.0,856.0,678.0,35.0,13.0,697.0,15.0,8
409.0,415.0,1136.0,584.0,574.0,10.0,8.0,346.0,612.0,813.0,791.0,28.0,21.0,326.0,252.0,28.0,348.0,12.0,6.0,13.0,1084.0,38.0,7.0,263.0,723.0,1054.0,753.0,26.0,15.0,10.0,305.0,940.0,500.0,791.0,25.0,36.0,38.0,18.0,10.0,353.0,589.0,31.0,19.0,402.0,586.0,507.0,28.0,13.0,14.0,18.0,192.0,1140.0,977.0,946.0,8.0,24.0,0.0,319.0,291.0,986.0,897.0,9.0,19.0,17.0,387.0,1225.0,619.0,668.0,786.0,1.0,391.0,736.0,29.0,10.0,14.0,379.0,461.0,721.0,29.0,17.0,12.0,9.0,301.0,445.0,964.0,962.0,17.0,2.0,211.0,183.0,838.0,9.0,4.0,3.0,644.0,566.0,14.0,15.0,585.0,30.0,8
408.0,434.0,1111.0,697.0,642.0,11.0,10.0,329.0,409.0,810.0,789.0,24.0,20.0,247.0,129.0,32.0,193.0,15.0,2.0,5.0,1085.0,30.0,3.0,198.0,770.0,1122.0,725.0,18.0,27.0,10.0,254.0,951.0,591.0,817.0,28.0,28.0,22.0,17.0,10.0,354.0,492.0,29.0,22.0,435.0,437.0,624.0,25.0,21.0,17.0,8.0,337.0,1109.0,1045.0,894.0,11.0,8.0,2.0,350.0,298.0,955.0,965.0,12.0,17.0,18.0,252.0,1194.0,708.0,736.0,742.0,3.0,350.0,804.0,32.0,18.0,16.0,310.0,374.0,726.0,21.0,16.0,10.0,9.0,252.0,360.0,955.0,1030.0,20.0,4.0,252.0,278.0,806.0,12.0,20.0,5.0,765.0,634.0,22.0,13.0,653.0,24.0,8
357.0,433.0,836.0,957.0,658.0,13.0,13.0,330.0,156.0,683.0,985.0,20.0,18.0,318.0,216.0,34.0,120.0,8.0,3.0,1.0,894.0,8.0,4.0,237.0,974.0,1138.0,891.0,14.0,37.0,9.0,293.0,844.0,835.0,999.0,39.0,12.0,24.0,21.0,9.0,363.0,291.0,31.0,14.0,420.0,190.0,906.0,14.0,29.0,9.0,3.0,270.0,814.0,1061.0,786.0,22.0,6.0,6.0,371.0,375.0,660.0,981.0,23.0,17.0,14.0,305.0,899.0,936.0,752.0,832.0,9.0,357.0,820.0,29.0,28.0,12.0,377.0,257.0,583.0,19.0,20.0,9.0,11.0,321.0,263.0,768.0,1046.0,31.0,18.0,189.0,495.0,750.0,23.0,34.0,6.0,1037.0,650.0,34.0,8.0,669.0,8.0,8
452.0,508.0,927.0,913.0,662.0,11.0,11.0,413.0,167.0,698.0,952.0,20.0,16.0,349.0,135.0,31.0,93.0,10.0,1.0,0.0,951.0,4.0,0.0,280.0,910.0,1142.0,882.0,18.0,40.0,7.0,362.0,863.0,783.0,930.0,23.0,12.0,21.0,19.0,7.0,398.0,378.0,28.0,12.0,463.0,263.0,868.0,30.0,35.0,7.0,5.0,203.0,913.0,1065.0,923.0,6.0,9.0,1.0,438.0,360.0,759.0,985.0,7.0,23.0,16.0,382.0,998.0,898.0,756.0,789.0,4.0,414.0,824.0,27.0,28.0,13.0,456.0,334.0,604.0,19.0,18.0,13.0,10.0,338.0,340.0,821.0,1050.0,15.0,15.0,156.0,424.0,875.0,7.0,37.0,4.0,991.0,654.0,34.0,10.0,673.0,14.0,8
