age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
21.0,CUBAN,Female,1ST YR COL,3.2519,No,504.0,117.0,4.0,Very Good,0.0,0.0,1.0,62.0,transp,No,1
19.0,CUBAN,Female,12TH GRADE,3.5,No,502.0,110.0,2.0,Very Good,0.0,0.0,5.0,44.0,manuf,No,1
15.0,CUBAN,Female,3RD YR COL,4.4,No,504.0,190.0,4.0,Fair,0.0,0.0,4.0,29.0,pro,No,1
20.0,CUBAN,Female,5TH YR COL,4.95,No,506.0,175.0,6.0,Fair,0.0,0.0,10.0,34.0,pro,No,1
18.0,CUBAN,Male,5TH YR COL,13.8775,No,507.0,155.0,3.0,Excellent,0.0,0.0,4.0,99.0,wholesale,No,1
14.0,FRENCH,Male,4TH YR COL,13.8775,No,507.0,140.0,4.0,Good,1.0,0.0,9.0,45.0,fin,No,1
17.0,BLACK,Male,2ND YR COL,2.3,No,600.0,158.0,4.0,Excellent,0.0,0.0,3.0,54.0,manuf,No,1
20.0,BLACK,Female,4TH YR COL,0.0,No,506.0,128.0,7.0,Good,0.0,0.0,8.0,42.0,busi,No,0
15.0,BLACK,Female,12TH GRADE,1.8,No,502.0,140.0,3.0,Very Good,0.0,0.0,7.0,27.0,fin,No,1
16.0,BLACK,Male,4TH YR COL,3.0,No,601.0,235.0,3.0,Very Good,0.0,0.0,2.0,41.0,fin,No,1
16.0,BLACK,Female,12TH GRADE,0.8448,No,504.0,95.0,5.0,Good,0.0,0.0,4.0,5.0,busi,No,0
17.0,BLACK,Female,1ST YR COL,1.47,No,503.0,120.0,8.0,Very Good,0.0,0.0,7.0,18.0,personal,No,0
15.0,BLACK,Female,12TH GRADE,0.007,No,502.0,135.0,7.0,Good,0.0,0.0,3.0,12.0,retail,No,0
17.0,BLACK,Male,12TH GRADE,2.4,No,507.0,135.0,5.0,Very Good,0.0,0.0,13.0,9.0,manuf,No,1
15.0,BLACK,Male,12TH GRADE,0.3,No,506.0,180.0,3.0,Good,0.0,1.0,5.0,12.0,construction,No,0
20.0,BLACK,Male,4TH YR COL,7.6,No,511.0,176.0,1.0,Excellent,0.0,0.0,5.0,95.0,mining,No,1
21.0,BLACK,Male,2ND YR COL,1.65,No,511.0,180.0,3.0,Excellent,1.0,0.0,4.0,85.0,retail,No,0
21.0,BLACK,Female,2ND YR COL,0.0,No,508.0,140.0,2.0,Good,0.0,0.0,5.0,45.0,wholesale,No,0
20.0,BLACK,Female,6TH YR COL,6.8,No,501.0,130.0,1.0,Very Good,0.0,0.0,10.0,67.0,pro,No,1
17.0,BLACK,Female,3RD YR COL,0.0,No,506.0,145.0,4.0,Excellent,0.0,0.0,4.0,13.0,personal,Yes,0
22.0,BLACK,Male,4TH YR COL,5.6,No,604.0,230.0,1.0,Very Good,0.0,0.0,5.0,79.0,enter,No,1
17.0,ENGLISH,Female,1ST YR COL,3.1,No,504.0,125.0,3.0,Very Good,0.0,0.0,3.0,9.0,manuf,No,1
14.0,BLACK,Female,4TH YR COL,0.0,No,504.0,130.0,4.0,Fair,0.0,0.0,13.0,15.0,pub,No,0
17.0,BLACK,Male,12TH GRADE,0.5,No,509.0,145.0,6.0,Very Good,0.0,0.0,14.0,8.0,busi,No,0
15.0,BLACK,Male,12TH GRADE,4.6,No,600.0,173.0,6.0,Good,2.0,0.0,7.0,47.0,fin,Yes,1
14.0,MEXICAN-AMERICAN,Male,12TH GRADE,2.2,No,508.0,170.0,5.0,Excellent,0.0,0.0,6.0,8.0,wholesale,No,1
15.0,MEXICAN-AMERICAN,Male,8TH GRADE,3.0,No,507.0,165.0,4.0,Good,2.0,0.0,20.0,6.0,construction,No,1
19.0,MEXICAN-AMERICAN,Male,12TH GRADE,4.5,No,505.0,200.0,8.0,Very Good,0.0,0.0,6.0,17.0,transp,No,1
18.0,MEXICAN-AMERICAN,Male,2ND YR COL,2.5101,No,509.0,180.0,8.0,Very Good,0.0,1.0,6.0,88.0,pub,No,1
19.0,MEXICAN-AMERICAN,Female,12TH GRADE,2.5,No,502.0,118.0,1.0,Excellent,0.0,0.0,4.0,8.0,fin,No,1
17.0,MEXICAN-AMERICAN,Male,11TH GRADE,3.1,No,508.0,175.0,4.0,Very Good,0.0,0.0,4.0,19.0,busi,Yes,1
14.0,OTHER-SPANISH,Female,1ST YR COL,1.9,No,504.0,150.0,6.0,Good,0.0,0.0,9.0,30.0,retail,No,1
19.0,OTHER-SPANISH,Male,12TH GRADE,2.9,No,508.0,154.0,4.0,Very Good,0.0,1.0,3.0,56.0,manuf,Yes,1
15.0,GERMAN,Male,1ST YR COL,2.96,No,508.0,133.0,5.0,Good,0.0,0.0,9.0,89.0,transp,No,1
15.0,GERMAN,Female,12TH GRADE,1.6,No,503.0,120.0,7.0,Very Good,0.0,0.0,12.0,45.0,pro,Yes,0
14.0,GERMAN,Female,12TH GRADE,0.15,No,502.0,107.0,7.0,Excellent,2.0,0.0,7.0,16.0,pro,Yes,0
18.0,MEXICAN-AMERICAN,Female,12TH GRADE,1.0,No,504.0,110.0,3.0,Very Good,0.0,0.0,8.0,25.0,pub,No,0
18.0,NATIVE-AMERICAN,Male,12TH GRADE,1.8,No,601.0,150.0,3.0,Very Good,0.0,0.0,4.0,18.0,agri,No,1
21.0,MEXICAN,Female,9TH GRADE,1.0,No,504.0,140.0,8.0,Excellent,0.0,0.0,9.0,15.0,busi,No,0
14.0,MEXICAN,Male,11TH GRADE,0.0,Yes,508.0,200.0,8.0,Good,0.0,0.0,4.0,8.0,manuf,No,0
16.0,PUERTORICAN,Male,9TH GRADE,0.35,Yes,506.0,140.0,8.0,Fair,0.0,0.0,9.0,5.0,agri,No,0
17.0,MEXICAN,Female,5TH YR COL,2.8,No,504.0,135.0,8.0,Very Good,0.0,0.0,15.0,69.0,pub,No,1
14.0,MEXICAN-AMERICAN,Male,1ST YR COL,3.5,No,506.0,165.0,8.0,Excellent,0.0,0.0,3.0,33.0,transp,No,1
20.0,BLACK,Male,2ND YR COL,2.4,No,507.0,156.0,4.0,Good,0.0,0.0,2.0,35.0,pro,No,1
17.0,BLACK,Female,6TH YR COL,3.7,No,503.0,130.0,4.0,Very Good,0.0,0.0,14.0,29.0,pro,No,1
18.0,MEXICAN,Male,12TH GRADE,3.7,No,506.0,170.0,6.0,Excellent,0.0,0.0,5.0,71.0,retail,No,1
18.0,MEXICAN-AMERICAN,Female,12TH GRADE,1.6,Yes,501.0,130.0,3.0,Good,0.0,0.0,9.0,21.0,pro,No,0
14.0,MEXICAN-AMERICAN,Male,12TH GRADE,1.85,No,503.0,155.0,7.0,Fair,1.0,1.0,15.0,7.0,busi,No,1
20.0,MEXICAN-AMERICAN,Female,2ND YR COL,1.74,No,503.0,116.0,6.0,Very Good,0.0,0.0,3.0,49.0,pro,No,1
17.0,MEXICAN,Female,12TH GRADE,0.06,No,503.0,145.0,6.0,Very Good,0.0,0.0,15.0,32.0,manuf,No,0
16.0,MEXICAN-AMERICAN,Female,3RD YR COL,1.9,No,500.0,118.0,7.0,Good,0.0,0.0,6.0,27.0,pub,No,1
17.0,MEXICAN-AMERICAN,Female,1ST YR COL,1.8,No,501.0,110.0,7.0,Good,0.0,0.0,15.0,17.0,pro,Yes,1
19.0,MEXICAN,Male,12TH GRADE,4.6,No,506.0,185.0,5.0,Poor,0.0,0.0,30.0,29.0,manuf,No,1
15.0,MEXICAN,Male,7TH YR COL,3.5,No,509.0,185.0,4.0,Excellent,0.0,0.0,14.0,27.0,pub,No,1
17.0,IRISH,Male,12TH GRADE,0.12,No,510.0,170.0,6.0,Good,3.0,0.0,7.0,74.0,retail,No,0
14.0,MEXICAN-AMERICAN,Female,12TH GRADE,0.0,No,502.0,108.0,4.0,Fair,0.0,0.0,8.0,44.0,retail,No,0
19.0,BLACK,Female,1ST YR COL,2.6,No,504.0,125.0,10.0,Good,0.0,0.0,5.0,49.0,fin,No,1
17.0,BLACK,Female,2ND YR COL,3.2,No,505.0,127.0,10.0,Very Good,0.0,0.0,5.0,27.0,pro,Yes,1
14.0,BLACK,Male,4TH YR COL,5.0,Yes,511.0,208.0,2.0,Very Good,2.0,0.0,13.0,54.0,pro,No,1
14.0,BLACK,Female,12TH GRADE,0.0,No,503.0,160.0,10.0,Excellent,0.0,0.0,5.0,1.0,manuf,No,0
22.0,MEXICAN,Male,1ST YR COL,6.7,No,504.0,179.0,2.0,Very Good,0.0,0.0,2.0,80.0,retail,Yes,1
19.0,MEXICAN,Male,2ND YR COL,3.9,No,602.0,235.0,2.0,Good,0.0,0.0,5.0,61.0,busi,Yes,1
20.0,MEXICAN,Female,12TH GRADE,2.2,No,502.0,110.0,9.0,Excellent,0.0,0.0,6.0,17.0,personal,Yes,1
14.0,MEXICAN,Male,11TH GRADE,5.0,No,507.0,150.0,9.0,Very Good,0.0,0.0,13.0,7.0,busi,No,1
19.0,MEXICAN,Female,12TH GRADE,0.0,No,504.0,135.0,6.0,Good,0.0,0.0,13.0,21.0,busi,No,0
15.0,CUBAN,Female,12TH GRADE,2.0,No,503.0,150.0,5.0,Excellent,0.0,0.0,10.0,16.0,fin,Yes,1
20.0,GERMAN,Male,12TH GRADE,3.4,No,510.0,180.0,3.0,Very Good,0.0,0.0,2.0,57.0,wholesale,No,1
19.0,MEXICAN-AMERICAN,Female,12TH GRADE,1.7,No,504.0,170.0,4.0,Very Good,0.0,0.0,9.0,25.0,pro,No,0
20.0,MEXICAN-AMERICAN,Female,3RD YR COL,5.5,No,506.0,170.0,5.0,Very Good,0.0,1.0,8.0,91.0,pro,No,1
17.0,MEXICAN-AMERICAN,Female,4TH YR COL,4.5,No,501.0,135.0,5.0,Very Good,0.0,0.0,8.0,80.0,retail,No,1
20.0,IRISH,Male,2ND YR COL,1.7,No,504.0,135.0,3.0,Very Good,1.0,0.0,8.0,47.0,personal,No,0
18.0,AMERICAN,Male,11TH GRADE,2.2,No,506.0,128.0,3.0,Excellent,0.0,1.0,23.0,25.0,construction,No,1
19.0,MEXICAN,Male,4TH YR COL,1.5,No,508.0,121.0,11.0,Excellent,0.0,0.0,6.0,13.0,retail,No,0
18.0,MEXICAN,Male,12TH GRADE,3.8,No,505.0,145.0,9.0,Very Good,0.0,0.0,3.0,55.0,transp,No,1
19.0,MEXICAN-AMERICAN,Female,12TH GRADE,0.8,No,501.0,124.0,1.0,Very Good,0.0,0.0,7.0,25.0,busi,No,0
21.0,MEXICAN-AMERICAN,Female,12TH GRADE,2.7,No,502.0,145.0,1.0,Very Good,0.0,0.0,11.0,15.0,manuf,No,1
20.0,MEXICAN-AMERICAN,Female,12TH GRADE,2.3,No,501.0,115.0,3.0,Excellent,1.0,0.0,8.0,32.0,retail,No,1
18.0,BLACK,Male,2ND YR COL,3.9752,No,508.0,175.0,4.0,Good,0.0,0.0,8.0,15.0,transp,No,1
16.0,BLACK,Male,2ND YR COL,5.6,No,511.0,179.0,4.0,Very Good,2.0,0.0,12.0,37.0,transp,Yes,1
16.0,MEXICAN-AMERICAN,Male,12TH GRADE,3.7,No,509.0,165.0,6.0,Very Good,0.0,0.0,5.0,64.0,manuf,No,1
14.0,MEXICAN-AMERICAN,Male,6TH YR COL,3.87,No,507.0,230.0,5.0,Good,0.0,0.0,6.0,69.0,retail,No,1
19.0,MEXICAN-AMERICAN,Male,12TH GRADE,5.1,No,506.0,155.0,7.0,Excellent,0.0,1.0,5.0,36.0,manuf,No,1
21.0,MEXICAN-AMERICAN,Female,9TH GRADE,1.6,No,500.0,135.0,3.0,Fair,0.0,0.0,10.0,8.0,transp,No,0
20.0,MEXICAN,Male,10TH GRADE,0.0,No,509.0,198.0,2.0,Poor,0.0,0.0,6.0,20.0,retail,No,0
17.0,BLACK,Male,12TH GRADE,0.0,No,508.0,140.0,7.0,Very Good,4.0,0.0,16.0,13.0,busi,No,0
16.0,BLACK,Female,12TH GRADE,1.8235,No,502.0,150.0,7.0,Very Good,1.0,0.0,8.0,11.0,transp,No,1
15.0,BLACK,Male,12TH GRADE,0.0,No,505.0,150.0,7.0,Good,0.0,0.0,10.0,9.0,transp,No,0
14.0,MEXICAN,Female,11TH GRADE,0.0,No,503.0,190.0,8.0,Poor,0.0,0.0,7.0,4.0,personal,No,0
16.0,MEXICAN,Female,9TH GRADE,0.0,No,502.0,125.0,8.0,Good,0.0,0.0,1.0,4.0,manuf,No,0
14.0,MEXICAN,Male,12TH GRADE,2.3,Yes,500.0,135.0,8.0,Good,0.0,0.0,8.0,3.0,retail,No,1
16.0,MEXICAN-AMERICAN,Male,1ST YR COL,4.3,No,510.0,150.0,4.0,Very Good,1.0,1.0,6.0,52.0,pub,No,1
19.0,MEXICAN,Male,9TH GRADE,5.0,No,505.0,137.0,3.0,Very Good,0.0,0.0,6.0,25.0,manuf,No,1
18.0,MEXICAN,Male,12TH GRADE,5.5,Yes,505.0,120.0,3.0,Very Good,0.0,0.0,5.0,9.0,manuf,No,1
20.0,MEXICAN,Female,6TH GRADE,1.0,No,505.0,153.0,4.0,Good,0.0,0.0,1.0,1.0,manuf,No,0
17.0,MEXICAN,Male,6TH GRADE,1.2,No,507.0,150.0,2.0,Good,0.0,0.0,2.0,6.0,manuf,No,0
17.0,MEXICAN,Male,12TH GRADE,2.75,No,510.0,170.0,10.0,Good,1.0,0.0,12.0,58.0,construction,Yes,1
18.0,BLACK,Female,1ST YR COL,0.0,No,503.0,135.0,5.0,Excellent,0.0,0.0,7.0,18.0,pro,No,0
14.0,MEXICAN,Female,9TH GRADE,0.5,No,500.0,120.0,8.0,Fair,2.0,0.0,6.0,3.0,personal,Yes,0
17.0,MEXICAN,Male,9TH GRADE,1.2,Yes,505.0,105.0,6.0,Excellent,0.0,0.0,11.0,4.0,personal,No,0
14.0,MEXICAN,Male,12TH GRADE,1.2,No,504.0,105.0,6.0,Excellent,0.0,0.0,4.0,1.0,construction,No,0
17.0,OTHER-HISPANIC,Female,2ND YR COL,2.6,No,504.0,140.0,2.0,Excellent,0.0,0.0,4.0,17.0,pro,No,1
15.0,OTHER-SPANISH,Female,1ST YR COL,2.8,No,501.0,100.0,6.0,Excellent,0.0,0.0,2.0,9.0,pro,No,1
14.0,MEXICAN-AMERICAN,Male,12TH GRADE,2.57,No,511.0,195.0,5.0,Good,0.0,0.0,4.0,36.0,retail,No,1
20.0,MEXICAN-AMERICAN,Female,3RD YR COL,5.4,No,506.0,137.0,5.0,Very Good,0.0,0.0,5.0,56.0,transp,Yes,1
20.0,MEXICAN-AMERICAN,Male,1ST YR COL,1.0,No,507.0,200.0,7.0,Very Good,0.0,0.0,8.0,32.0,wholesale,No,0
19.0,MEXICAN,Male,9TH GRADE,1.2,No,505.0,138.0,3.0,Good,0.0,0.0,7.0,4.0,busi,No,0
14.0,MEXICAN-AMERICAN,Female,12TH GRADE,1.7,No,503.0,124.0,2.0,Very Good,0.0,0.0,9.0,43.0,pro,No,0
18.0,BLACK,Male,11TH GRADE,0.9,No,601.0,200.0,4.0,Very Good,2.0,0.0,5.0,2.0,pro,No,0
14.0,BLACK,Female,4TH YR COL,2.7685,No,510.0,168.0,2.0,Very Good,0.0,0.0,14.0,58.0,fin,Yes,1
14.0,MEXICAN-AMERICAN,Male,12TH GRADE,2.5,No,507.0,185.0,3.0,Fair,0.0,1.0,7.0,49.0,manuf,No,1
14.0,MEXICAN-AMERICAN,Female,12TH GRADE,2.0,No,411.0,110.0,3.0,Very Good,0.0,0.0,4.0,23.0,retail,No,1
15.0,MEXICAN-AMERICAN,Male,12TH GRADE,8.5,Yes,600.0,190.0,4.0,Very Good,0.0,0.0,11.0,44.0,manuf,Yes,1
20.0,MEXICAN-AMERICAN,Male,4TH YR COL,5.7,No,511.0,175.0,5.0,Very Good,0.0,0.0,18.0,53.0,manuf,No,1
18.0,MEXICAN-AMERICAN,Female,1ST YR COL,3.0,No,503.0,125.0,5.0,Very Good,0.0,0.0,8.0,27.0,pro,No,1
21.0,MEXICAN-AMERICAN,Female,3RD YR COL,3.2737,No,503.0,145.0,2.0,Very Good,1.0,0.0,8.0,87.0,pro,No,1
18.0,MEXICAN-AMERICAN,Male,1ST YR COL,3.4,No,510.0,165.0,6.0,Very Good,0.0,1.0,12.0,65.0,pro,Yes,1
15.0,BLACK,Female,5TH YR COL,2.546,Yes,503.0,148.0,8.0,Poor,0.0,0.0,11.0,72.0,manuf,No,1
17.0,MEXICAN-AMERICAN,Female,12TH GRADE,1.0385,No,506.0,107.0,7.0,Excellent,0.0,0.0,14.0,42.0,personal,No,0
18.0,MEXICAN-AMERICAN,Female,12TH GRADE,2.5,No,508.0,255.0,6.0,Good,0.0,1.0,5.0,29.0,pro,No,1
15.0,CHICANO,Male,10TH GRADE,2.0,Yes,506.0,155.0,5.0,Good,0.0,0.0,18.0,1.0,agri,No,1
21.0,MEXICAN-AMERICAN,Male,9TH GRADE,2.75,No,600.0,185.0,3.0,Very Good,3.0,1.0,14.0,23.0,agri,No,1
18.0,MEXICAN-AMERICAN,Female,12TH GRADE,1.3,No,505.0,135.0,3.0,Very Good,0.0,0.0,6.0,15.0,pro,No,0
17.0,ENGLISH,Male,12TH GRADE,1.3,No,600.0,145.0,10.0,Very Good,0.0,0.0,17.0,1.0,retail,No,0
14.0,MEXICAN-AMERICAN,Female,9TH GRADE,0.0,No,502.0,135.0,10.0,Good,0.0,0.0,2.0,7.0,pro,No,0
16.0,MEXICAN,Male,6TH YR COL,3.2,No,505.0,130.0,8.0,Excellent,0.0,0.0,3.0,27.0,retail,No,1
16.0,MEXICAN,Female,10TH GRADE,5.0,No,503.0,180.0,10.0,Good,0.0,0.0,5.0,3.0,manuf,No,1
20.0,OTHER-HISPANIC,Female,12TH GRADE,4.0,No,502.0,115.0,3.0,Excellent,0.0,0.0,13.0,55.0,fin,No,1
19.0,GERMAN,Female,2ND YR COL,1.95,No,411.0,105.0,3.0,Excellent,2.0,0.0,5.0,35.0,pub,No,1
16.0,MEXICAN,Male,12TH GRADE,1.88,No,508.0,160.0,9.0,Very Good,0.0,0.0,8.0,6.0,agri,No,1
14.0,MEXICAN-AMERICAN,Male,12TH GRADE,3.0,No,606.0,135.0,9.0,Very Good,0.0,0.0,3.0,9.0,agri,No,1
21.0,CHICANO,Female,2ND YR COL,0.8,No,502.0,130.0,9.0,Excellent,0.0,0.0,9.0,46.0,retail,No,0
15.0,MEXICAN,Female,2ND YR COL,1.3,No,506.0,155.0,9.0,Very Good,0.0,0.0,8.0,25.0,pro,No,0
19.0,OTHER-SPANISH,Female,12TH GRADE,1.4,No,503.0,115.0,1.0,Very Good,0.0,0.0,4.0,30.0,retail,No,0
19.0,NATIVE-AMERICAN,Male,12TH GRADE,1.4,No,509.0,185.0,5.0,Very Good,0.0,0.0,19.0,62.0,mining,No,0
17.0,NATIVE-AMERICAN,Male,2ND YR COL,3.4,No,510.0,163.0,5.0,Excellent,0.0,0.0,11.0,27.0,construction,No,1
21.0,MEXICAN-AMERICAN,Male,9TH GRADE,0.0,No,506.0,175.0,4.0,Poor,1.0,0.0,3.0,11.0,transp,No,0
18.0,MEXICAN-AMERICAN,Female,9TH GRADE,1.5671,No,502.0,120.0,4.0,Excellent,0.0,0.0,10.0,9.0,pub,Yes,0
18.0,MEXICAN,Male,12TH GRADE,2.5,No,510.0,160.0,2.0,Very Good,0.0,0.0,12.0,44.0,agri,No,1
16.0,MEXICAN,Male,12TH GRADE,4.5,No,600.0,170.0,2.0,Very Good,1.0,0.0,5.0,54.0,construction,No,1
15.0,MEXICAN,Female,8TH GRADE,0.0,No,411.0,110.0,10.0,Good,0.0,0.0,4.0,3.0,agri,No,0
16.0,MEXICAN,Male,11TH GRADE,1.5,No,510.0,140.0,7.0,Poor,0.0,1.0,16.0,2.0,wholesale,No,0
14.0,MEXICAN,Male,11TH GRADE,0.0384,No,508.0,165.0,7.0,Good,0.0,0.0,12.0,11.0,wholesale,No,0
16.0,MEXICAN,Female,12TH GRADE,1.5,No,502.0,120.0,8.0,Good,0.0,0.0,4.0,28.0,retail,No,0
14.0,MEXICAN,Male,2ND YR COL,3.7,No,508.0,150.0,8.0,Good,0.0,0.0,10.0,21.0,manuf,No,1
14.0,MEXICAN-AMERICAN,Female,2ND YR COL,1.9,No,500.0,110.0,7.0,Very Good,0.0,0.0,7.0,32.0,pro,No,1
16.0,BLACK,Male,12TH GRADE,3.2,No,601.0,186.0,8.0,Good,0.0,0.0,12.0,5.0,transp,No,1
21.0,BLACK,Female,12TH GRADE,0.0,No,502.0,255.0,5.0,Fair,0.0,0.0,7.0,29.0,pro,No,0
15.0,BLACK,Male,12TH GRADE,2.7,No,508.0,169.0,5.0,Very Good,0.0,0.0,6.0,32.0,pub,No,1
16.0,BLACK,Male,12TH GRADE,2.5,No,511.0,145.0,2.0,Very Good,0.0,0.0,9.0,12.0,manuf,No,1
16.0,MEXICAN-AMERICAN,Male,6TH YR COL,4.3,No,507.0,140.0,6.0,Very Good,0.0,0.0,10.0,89.0,busi,No,1
21.0,BLACK,Female,12TH GRADE,0.2,No,409.0,200.0,3.0,Very Good,0.0,0.0,3.0,9.0,personal,No,0
21.0,BLACK,Male,4TH YR COL,2.9,No,601.0,194.0,6.0,Very Good,0.0,0.0,13.0,42.0,transp,No,1
19.0,BLACK,Female,3RD YR COL,1.78,No,504.0,160.0,6.0,Very Good,0.0,0.0,11.0,27.0,manuf,No,1
16.0,BLACK,Male,12TH GRADE,2.0,No,601.0,190.0,6.0,Very Good,0.0,0.0,5.0,3.0,wholesale,No,1
17.0,BLACK,Female,11TH GRADE,2.3,Yes,501.0,105.0,1.0,Excellent,0.0,0.0,6.0,8.0,retail,No,1
19.0,BLACK,Female,12TH GRADE,1.2,No,502.0,115.0,5.0,Good,1.0,0.0,9.0,11.0,wholesale,No,0
17.0,BLACK,Female,12TH GRADE,0.0,No,504.0,128.0,5.0,Good,0.0,0.0,3.0,41.0,manuf,Yes,0
14.0,BLACK,Male,12TH GRADE,0.8,Yes,508.0,180.0,6.0,Fair,0.0,0.0,20.0,4.0,manuf,Yes,0
19.0,BLACK,Male,5TH YR COL,1.75,No,602.0,174.0,4.0,Very Good,0.0,0.0,7.0,16.0,pro,No,1
17.0,BLACK,Female,2ND YR COL,1.7,No,510.0,161.0,4.0,Good,0.0,0.0,9.0,12.0,pro,No,0
16.0,BLACK,Male,1ST YR COL,2.1,No,600.0,195.0,4.0,Good,0.0,0.0,9.0,27.0,retail,No,1
18.0,BLACK,Male,12TH GRADE,0.0,No,600.0,195.0,6.0,Very Good,0.0,0.0,10.0,12.0,construction,No,0
16.0,BLACK,Male,2ND YR COL,3.1,No,603.0,198.0,4.0,Excellent,0.0,0.0,8.0,13.0,manuf,Yes,1
17.0,BLACK,Male,3RD YR COL,3.6,No,606.0,190.0,5.0,Very Good,0.0,0.0,11.0,11.0,manuf,Yes,1
14.0,BLACK,Female,12TH GRADE,1.98,No,506.0,123.0,3.0,Good,0.0,0.0,11.0,17.0,personal,No,1
16.0,BLACK,Male,6TH YR COL,3.3,No,511.0,175.0,8.0,Excellent,0.0,0.0,10.0,66.0,pro,No,1
14.0,BLACK,Female,12TH GRADE,1.6,No,506.0,175.0,8.0,Good,0.0,0.0,6.0,15.0,manuf,No,0
21.0,BLACK,Female,12TH GRADE,2.45,No,502.0,135.0,5.0,Very Good,0.0,0.0,5.0,15.0,pub,No,1
19.0,BLACK,Male,12TH GRADE,2.7,No,507.0,210.0,5.0,Good,0.0,0.0,7.0,3.0,transp,No,1
20.0,BLACK,Female,12TH GRADE,1.55,No,503.0,127.0,3.0,Good,0.0,0.0,7.0,57.0,pro,No,0
21.0,BLACK,Male,12TH GRADE,3.2,No,600.0,180.0,6.0,Good,0.0,0.0,1.0,44.0,manuf,No,1
17.0,BLACK,Male,12TH GRADE,1.3,No,600.0,165.0,6.0,Good,0.0,1.0,9.0,25.0,retail,No,0
16.0,BLACK,Male,12TH GRADE,3.0,No,601.0,168.0,6.0,Good,1.0,0.0,2.0,29.0,manuf,No,1
15.0,BLACK,Male,12TH GRADE,3.1,No,511.0,180.0,10.0,Very Good,0.0,0.0,9.0,5.0,manuf,No,1
19.0,BLACK,Female,11TH GRADE,0.0,No,503.0,148.0,6.0,Very Good,0.0,0.0,5.0,23.0,pub,No,0
18.0,PUERTORICAN,Female,12TH GRADE,2.0,No,511.0,105.0,2.0,Very Good,0.0,1.0,5.0,44.0,fin,No,1
18.0,BLACK,Male,11TH GRADE,2.2,No,505.0,145.0,9.0,Good,0.0,0.0,8.0,7.0,wholesale,No,1
17.0,BLACK,Male,12TH GRADE,1.6,No,507.0,145.0,9.0,Excellent,5.0,0.0,4.0,4.0,agri,No,0
15.0,BLACK,Male,9TH GRADE,3.0,No,502.0,185.0,9.0,Very Good,0.0,0.0,15.0,2.0,construction,No,1
22.0,GERMAN,Female,12TH GRADE,2.9,No,506.0,185.0,2.0,Very Good,0.0,0.0,8.0,27.0,retail,No,1
20.0,AMERICAN,Female,12TH GRADE,0.5,No,502.0,110.0,4.0,Excellent,0.0,1.0,19.0,47.0,manuf,No,0
19.0,BLACK,Female,11TH GRADE,0.0,No,504.0,133.0,3.0,Fair,0.0,0.0,7.0,1.0,retail,No,0
16.0,BLACK,Male,1ST YR COL,3.6,Yes,603.0,178.0,4.0,Good,0.0,0.0,20.0,73.0,pro,No,1
16.0,BLACK,Female,12TH GRADE,0.23,No,505.0,137.0,8.0,Excellent,0.0,0.0,6.0,5.0,personal,No,0
20.0,BLACK,Male,12TH GRADE,1.8,No,508.0,150.0,6.0,Very Good,0.0,0.0,15.0,8.0,construction,No,1
18.0,BLACK,Female,4TH YR COL,3.18,No,411.0,104.0,5.0,Good,0.0,0.0,4.0,57.0,pro,No,1
16.0,BLACK,Female,7TH YR COL,4.8,No,503.0,129.0,5.0,Very Good,0.0,0.0,14.0,50.0,pro,No,1
18.0,BLACK,Male,11TH GRADE,2.9,No,507.0,179.0,3.0,Excellent,0.0,0.0,7.0,8.0,construction,No,1
18.0,BLACK,Male,10TH GRADE,2.5,No,508.0,155.0,11.0,Excellent,0.0,0.0,9.0,9.0,construction,No,1
19.0,BLACK,Male,12TH GRADE,1.0,Yes,600.0,185.0,11.0,Excellent,0.0,1.0,12.0,24.0,construction,No,0
18.0,BLACK,Male,11TH GRADE,1.0,No,509.0,165.0,3.0,Good,0.0,1.0,2.0,16.0,construction,No,0
20.0,GREEK,Female,4TH YR COL,0.0,No,508.0,143.0,4.0,Excellent,0.0,0.0,14.0,84.0,pro,No,0
18.0,BLACK,Female,12TH GRADE,1.6,Yes,502.0,127.0,4.0,Very Good,0.0,0.0,12.0,33.0,manuf,No,0
18.0,BLACK,Male,4TH YR COL,7.2,Yes,511.0,165.0,7.0,Excellent,3.0,0.0,10.0,68.0,manuf,Yes,1
17.0,BLACK,Female,12TH GRADE,0.45,No,504.0,120.0,3.0,Very Good,0.0,0.0,12.0,27.0,retail,No,0
19.0,BLACK,Female,11TH GRADE,2.23,No,504.0,146.0,3.0,Good,0.0,0.0,9.0,4.0,busi,Yes,1
16.0,BLACK,Female,12TH GRADE,3.5,No,506.0,135.0,5.0,Excellent,0.0,0.0,6.0,19.0,manuf,No,1
21.0,BLACK,Female,12TH GRADE,1.5,No,507.0,150.0,2.0,Good,3.0,0.0,2.0,3.0,pro,No,0
19.0,MEXICAN,Female,6TH GRADE,1.144,No,506.0,170.0,2.0,Very Good,0.0,0.0,3.0,3.0,manuf,No,0
17.0,MEXICAN-AMERICAN,Female,4TH YR COL,5.0,No,506.0,140.0,5.0,Very Good,0.0,0.0,4.0,43.0,pro,No,1
17.0,MEXICAN-AMERICAN,Female,8TH YR COL OR MORE,2.5,Yes,505.0,107.0,5.0,Good,0.0,0.0,6.0,42.0,pro,No,1
