AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,month,day
0.93,5805541.99,3391002.54,978691.09,27689.37,1408158.99,1322350.27,66091.65,19717.07,conventional,2017,SouthCentral,3,26
0.94,6509000.56,2248561.59,1958358.83,358015.82,1944064.32,1740557.05,183825.53,19681.74,conventional,2016,California,4,10
0.97,400251.59,113822.13,86783.96,125069.99,74575.51,53326.63,1573.3,19675.58,conventional,2015,Detroit,8,16
0.75,2793917.73,917098.69,631013.13,59599.98,1186205.93,1086150.77,80411.66,19643.5,conventional,2016,LosAngeles,12,11
1.14,443295.3,82676.76,65334.67,47721.41,247562.46,178042.93,49942.51,19577.02,conventional,2018,Detroit,3,11
1.67,4163120.72,235696.82,2525304.86,15247.5,1386871.54,1204975.59,162343.17,19552.78,conventional,2017,Northeast,5,14
1.25,400745.99,101371.87,45320.08,41542.27,212511.77,185661.19,7330.96,19519.62,conventional,2017,Detroit,8,6
1.27,4199974.24,2420770.45,355406.02,16642.51,1407155.26,901796.49,485922.1,19436.67,conventional,2018,Southeast,1,28
0.93,553640.36,277838.49,118092.73,278.53,157430.61,87341.32,50692.9,19396.39,conventional,2016,Orlando,7,3
1.09,371639.1,78492.11,67761.91,111819.43,113565.65,58374.48,35829.04,19362.13,conventional,2016,Detroit,3,20
0.97,6068872.71,2247484.21,1968268.95,353196.44,1499923.11,1325206.1,155366.22,19350.79,conventional,2016,California,5,15
0.87,1362250.25,656842.99,247599.72,4978.69,452828.85,329530.61,103951.68,19346.56,conventional,2018,DallasFtWorth,3,18
0.69,1323490.25,528669.72,424427.32,203797.87,166595.34,71538.94,75749.73,19306.67,conventional,2016,Houston,2,7
1.33,1704624.12,765106.73,474410.9,8534.77,456571.72,432296.32,5044.13,19231.27,conventional,2017,Plains,3,26
0.76,3185230.67,1245344.79,643220.72,100883.74,1195781.42,1114858.82,61746.44,19176.16,conventional,2016,LosAngeles,4,17
0.7,6808805.4,4318255.15,822773.31,142658.92,1525118.02,1359306,146644.88,19167.14,conventional,2017,SouthCentral,2,26
1.4,4309301.79,490786.03,2495011.21,68592.79,1254911.76,1164225.11,71526.98,19159.67,conventional,2016,Northeast,8,28
1.48,1499286.88,533137.32,383974.46,59596.59,522578.51,487013.41,16418.82,19146.28,conventional,2016,LosAngeles,10,30
0.82,5002102.24,2115292.19,1218469.25,10065.75,1658275.05,610050.97,1029088.05,19136.03,conventional,2016,Southeast,5,15
0.96,6017563.88,1750943.52,1855262.7,317337.27,2094020.39,1888085.99,186807.69,19126.71,conventional,2016,California,3,13
0.74,1616898.5,807933.71,231111.57,6306.38,571546.84,477107.45,75376.35,19063.04,conventional,2018,DallasFtWorth,2,25
1.43,3212276.31,699461.68,1357927.08,31609.48,1123278.07,916401.72,187872.39,19003.96,conventional,2017,Midsouth,6,4
0.91,6476206.54,1893617.8,2191468.26,299002.93,2092117.55,1883192.26,189928.31,18996.98,conventional,2016,California,3,20
0.88,6949890.75,3783304.41,1212653.06,23850.86,1930082.42,1783244.66,127878.28,18959.48,conventional,2017,SouthCentral,4,16
0.88,4129136.03,765348.23,1694610.53,249248.52,1419928.75,978488.81,422557.68,18882.26,conventional,2017,GreatLakes,2,12
1.06,31500669.44,13939014.43,11526980.36,871981.29,5162693.36,4477299.71,666514.74,18878.91,conventional,2015,TotalUS,4,5
1.35,2787002.19,612846.55,1247700.03,127238.92,799216.69,705609.86,74747.99,18858.84,conventional,2016,Midsouth,7,31
1.58,1531392.1,682504.86,356889.47,6349.19,485648.58,423640.15,43196.91,18811.52,conventional,2017,Plains,9,3
0.98,6783106.02,2511897.38,1645249.93,107420.55,2518538.16,1311830.11,1187897.07,18810.98,conventional,2018,West,2,18
1.47,207028.28,2946.6,85213.8,63349.05,55518.83,29054.93,7662.55,18801.35,conventional,2018,GrandRapids,3,25
0.87,1356159.96,688566.31,213463.41,5709.3,448420.94,329344.14,100310.59,18766.21,conventional,2018,DallasFtWorth,3,11
1.13,344391.38,116197.85,50835.79,57169.98,120187.76,101180.43,242.82,18764.51,conventional,2016,Detroit,6,26
1.75,1451146.59,52861.92,824445.19,4083.43,569756.05,372163.91,178834.64,18757.5,conventional,2017,NewYork,5,28
0.71,1515264.27,766439.13,410258.37,143875.64,194691.13,155052.63,20895.02,18743.48,conventional,2016,DallasFtWorth,2,7
1.06,5548390.24,2922902.49,1156832.81,15183.9,1453471.04,1010568.54,424211.45,18691.05,conventional,2017,SouthCentral,7,30
0.95,31324277.73,12357161.34,13624083.05,844093.32,4498940.02,3585321.58,894945.63,18672.81,conventional,2015,TotalUS,1,4
1.45,3168368.37,1643034.48,443255.67,4278.48,1077799.74,685021.63,374167.84,18610.27,conventional,2017,Southeast,3,19
1.6,3813808.25,224803.7,2213892.51,57230.15,1317881.89,1265795.04,33486.76,18600.09,conventional,2016,Northeast,7,31
0.92,251349.57,63117.83,10829.42,88.75,177313.57,139479.8,19315.86,18517.91,conventional,2016,StLouis,6,12
1.07,2837626.92,339775.05,1566426.52,295941.81,635483.54,453590.22,163400.48,18492.84,conventional,2016,GreatLakes,2,21
1.37,1822828.12,940974.89,417322.15,6076.68,458454.4,403908.27,36075.49,18470.64,conventional,2017,Plains,8,27
1.15,354577.28,133984.58,39970.66,40559.67,140062.37,111538.67,10056.37,18467.33,conventional,2016,Detroit,7,24
1.14,2849127.29,404182.26,1596909.93,279710.88,568324.22,427635.3,122225.92,18463,conventional,2015,GreatLakes,8,23
1.34,2817091.62,613040.11,1200263.6,26106.33,977681.58,833164.8,126121.45,18395.33,conventional,2017,Midsouth,7,30
0.88,1186692.39,586635.99,216133.71,113474.29,270448.4,165598.46,86483.27,18366.67,conventional,2016,Houston,6,26
0.9,6000013.23,1653347.69,2336705.19,250106.17,1759854.18,1579233.6,162289.68,18330.9,conventional,2016,California,1,17
0.8,1128639.48,603099.94,287514.29,78916.52,159108.73,121050.99,19753.34,18304.4,conventional,2016,DallasFtWorth,1,31
1.63,1442667.56,82965.35,800414.02,3563.36,555724.83,494674.05,42918.63,18132.15,conventional,2017,NewYork,7,9
0.79,2987393.94,767298.16,657175.2,96884.94,1466035.64,1318493.96,129444.42,18097.26,conventional,2016,LosAngeles,3,13
0.75,3136882.52,1115902.49,704492.28,102738.69,1213749.06,1010395.4,185289.33,18064.33,conventional,2016,LosAngeles,4,24
0.74,3374876.94,928106.16,901464.72,91298.87,1454007.19,1301235.1,134711.21,18060.88,conventional,2016,LosAngeles,3,20
1.02,238305.05,1386.96,140947.2,48369.8,47601.09,25307.14,4248.19,18045.76,conventional,2017,GrandRapids,2,26
1.38,1975524.7,833904.89,499191.31,10560.99,631867.51,584294.01,29543.77,18029.73,conventional,2017,Plains,5,28
0.97,455372.43,138397.72,109057.9,144745.74,63171.07,44419.39,754.44,17997.24,conventional,2015,Detroit,3,22
0.92,1189787.36,545799.65,245931.82,139911.14,258144.75,201099.28,39117.41,17928.06,conventional,2016,Houston,7,3
0.89,6588277.7,1873878.11,2020327.87,302210.56,2391861.16,2091747.51,282242.79,17870.86,conventional,2016,California,2,28
0.76,2952576.85,804573.11,854485.91,84389.3,1209128.53,1079975.41,111405.86,17747.26,conventional,2016,LosAngeles,1,17
1.3,2799097.68,745329.31,1165119.09,67370.64,821278.64,738431.65,65178.37,17668.62,conventional,2016,Midsouth,8,28
1.19,3733135.22,1917984.65,802089.74,19653.3,993407.53,733102.01,242672.72,17632.8,conventional,2016,SouthCentral,10,30
0.7,10361698.17,2930343.28,3950852.38,424389.6,3056112.91,2693843.02,344774.59,17495.3,conventional,2016,California,2,7
1.08,3154318.39,658991.13,1530509.31,95835.45,868982.5,772949.59,78541.95,17490.96,conventional,2016,Midsouth,5,22
0.82,2866855.58,1134719.15,643464.88,95527.46,993144.09,871562.92,104146,17435.17,conventional,2016,LosAngeles,5,15
1.1,3135698.38,475306.73,1616355,281882.1,762154.55,617211.53,127530.47,17412.55,conventional,2015,GreatLakes,7,26
1.03,401472.63,151274.05,73572.68,106452.77,70173.13,51456.91,1329.55,17386.67,conventional,2015,Detroit,9,13
0.96,868986.46,479975.64,184172.52,129.62,204708.68,95020.96,92318,17369.72,conventional,2016,MiamiFtLauderdale,7,3
1.27,208279.53,2534.14,86121.81,63728.61,55894.97,27041.98,11484.9,17368.09,conventional,2018,GrandRapids,2,25
1.01,5006659.75,2488198.8,1053485.59,17352.41,1447622.95,1091904.2,338402.33,17316.42,conventional,2016,SouthCentral,10,2
0.72,3332578.34,812808.39,750266.34,95505.05,1673998.56,1459896.71,196813.37,17288.48,conventional,2016,LosAngeles,2,28
0.93,6060843.76,1805555.95,2247248.19,334735.17,1673304.45,1454479.46,201547.46,17277.53,conventional,2016,California,4,3
0.83,10565056.41,3121272.58,3294335.87,142553.21,4006894.75,1151399.33,2838239.39,17256.03,conventional,2018,West,2,4
1.14,3234024.32,609506.22,1580854.41,294073.96,749589.73,615887.17,116500.49,17202.07,conventional,2015,GreatLakes,4,26
0.97,397899.56,97605.68,101935.17,129285.88,69072.83,50732.68,1144.16,17195.99,conventional,2015,Detroit,3,1
1.72,1304560.72,56685.05,733184.24,3145.41,511546.02,270378.6,223986.86,17180.56,conventional,2017,NewYork,7,2
0.91,867294.64,259465.21,363892.04,79193.39,164744,83636.33,63963.23,17144.44,conventional,2016,Houston,1,24
0.75,7661483.37,2817406.2,2628579.48,291448.73,1924048.96,1421239.87,485685.06,17124.03,conventional,2016,California,5,1
1.02,4091257.98,2353835.77,373395.29,17836.02,1346190.9,817967.19,511116.18,17107.53,conventional,2017,Southeast,12,10
0.72,1553404.16,768415.85,212945.5,5327.13,566715.68,461849.3,87861.7,17004.68,conventional,2018,DallasFtWorth,2,11
1.13,342465.19,82100.44,66020,108296.25,86048.5,49708.39,19350.34,16989.77,conventional,2016,Detroit,2,28
1.75,1387420.96,51358.7,797684.64,4111.68,534265.94,445866.42,71417.58,16981.94,conventional,2017,NewYork,5,14
1.08,5556043.02,1812625.23,1301287.98,96068.39,2346061.42,1664867.92,664224.62,16968.88,conventional,2016,West,7,24
1.01,3751927.63,2208030.81,341376.69,15056.86,1187463.27,728007.45,442491.14,16964.68,conventional,2017,Southeast,12,17
0.77,3288356.88,1130642.44,715739.8,95958.07,1346016.57,1196713.63,132341.6,16961.34,conventional,2016,LosAngeles,4,10
1.17,328237.93,126817.85,41460.73,41888.34,118071.01,100212.75,906.85,16951.41,conventional,2016,Detroit,7,17
1,6906412.5,2442241.76,1695925.97,130983,2637261.77,1435608.59,1184730.56,16922.62,conventional,2018,West,3,11
1.51,192007.39,2073.97,71125.6,51887.02,66920.8,45887.04,4128.48,16905.28,conventional,2017,GrandRapids,7,2
1.09,202635.01,2522.84,103361.16,58453.24,38297.77,17391.94,4053.28,16852.55,conventional,2017,GrandRapids,12,31
1.3,2860693.26,507534.15,1076521.4,274898.24,1001739.47,812838.52,172058.17,16842.78,conventional,2017,GreatLakes,12,24
0.58,4982700.11,1262681.15,1447533.8,98684.4,2173800.76,1911608.83,245385.02,16806.91,conventional,2016,LosAngeles,2,7
0.99,7254940.65,2099082.66,1707752.84,115997.93,3332107.22,1333247.05,1982086.02,16774.15,conventional,2018,West,3,18
1.24,516716.17,241386.54,136077.96,190.34,139061.33,79192.74,43113.59,16755,conventional,2016,MiamiFtLauderdale,7,17
1.35,241194.43,139087.23,25294.95,347.82,76464.43,49414.09,10375.34,16675,conventional,2017,NewOrleansMobile,5,14
0.94,5449441.63,2950117.14,1052370.81,44558.77,1402394.91,1297883.28,87850.35,16661.28,conventional,2016,SouthCentral,7,17
1.32,2743409,1577493,251975,8058,905883,606486,282761,16635,conventional,2017,Southeast,11,26
1.47,1521598.08,53675.18,1060721.23,3691.1,403510.57,260423.69,126518.07,16568.81,conventional,2017,NewYork,6,25
0.76,5031206.93,2633723.49,987150.16,18326.63,1392006.65,939911.81,435548.82,16546.02,conventional,2016,SouthCentral,12,11
1.43,191286.89,3195.61,75173.54,55327.24,57590.5,32676.64,8368.93,16544.93,conventional,2018,GrandRapids,3,11
1.38,2618805.67,389791.16,1183844.04,129395.86,915774.61,591584.72,307678.2,16511.69,conventional,2016,GreatLakes,10,2
0.87,6303406.82,1736168.01,2173554.18,261931.07,2131753.56,1793640.16,321613.97,16499.43,conventional,2016,California,1,10
0.82,2793982.31,865503.72,683860.21,101584.86,1143033.52,980989.7,145602.15,16441.67,conventional,2016,LosAngeles,4,3
0.95,4696372.14,680490.86,2241043.46,234650.47,1540187.35,1068557,455206.07,16424.28,conventional,2017,GreatLakes,1,22
0.86,6130653.55,3357771.2,1103971.44,16478.55,1652432.36,1446564.1,189481.99,16386.27,conventional,2016,SouthCentral,9,18
0.64,6687273.64,3587283.29,1719720.01,27548.73,1352721.61,1105953.16,230434.03,16334.42,conventional,2017,SouthCentral,1,1
1.13,2617237.35,1371861.27,579543.42,8089.83,657742.83,570356.24,71124.76,16261.83,conventional,2017,Plains,5,7
1.5,2617107.98,577443.09,1071863.58,23088.84,944712.47,804265.11,124191.97,16255.39,conventional,2017,Midsouth,8,27
1.12,296402.96,45720.39,99167.08,16034.41,135481.08,94434.3,24812.34,16234.44,conventional,2016,WestTexNewMexico,1,24
1.05,7577456.14,2249412.86,2028819.77,113257.03,3185966.48,1152416.21,2017353.32,16196.95,conventional,2018,West,1,14
1.01,7007265.31,2718390.81,1664995.75,93165.88,2530712.87,1254504.07,1260049.46,16159.34,conventional,2018,West,1,28
1.03,2608448.06,463349.67,1342449.84,228576.54,574072.01,409909.7,148004.93,16157.38,conventional,2015,GreatLakes,12,13
0.79,1048148.17,633115.26,111120.94,25373.47,278538.5,167775.05,94639.29,16124.16,conventional,2016,WestTexNewMexico,6,19
1.02,30094698.85,13013750.35,10973972.6,834009.15,5272966.75,4583726.82,673149.42,16090.51,conventional,2015,TotalUS,3,8
0.74,3172437.94,841326.26,803197.41,88909.89,1439004.38,1228427.24,194492.68,16084.46,conventional,2016,LosAngeles,1,10
1.39,1854451.3,719912.1,594292.4,11924.17,528322.63,466178.48,46069.1,16075.05,conventional,2017,Plains,7,23
1.01,3799154.1,593815.23,1631554.73,181118.9,1392665.24,891429.94,485161.76,16073.54,conventional,2017,GreatLakes,1,29
1.14,3911075.35,967164.69,1347066.73,25014.31,1571829.62,1390840.94,164970.47,16018.21,conventional,2018,Midsouth,3,25
0.92,539750.77,205775.28,136119.82,127173.89,70681.78,54003.36,688.47,15989.95,conventional,2015,Detroit,2,1
0.93,613097.67,288161.65,142383.7,71.82,182480.5,116195.87,50307.96,15976.67,conventional,2016,Tampa,7,3
1.28,1868022.01,888870.09,497864.55,9239.84,472047.53,450706,5367.56,15973.97,conventional,2017,Plains,4,9
1.18,311241.09,117420.11,41580.84,38634.53,113605.61,82669.6,14996.21,15939.8,conventional,2016,Detroit,7,10
1.32,307674.16,71333.9,44186.58,36112.15,156041.53,123293.61,16846.6,15901.32,conventional,2017,Detroit,5,21
1.37,2834326.48,484580.09,1282328.66,144883.2,922534.53,642865.75,263775.26,15893.52,conventional,2016,GreatLakes,9,25
1.02,5787378.41,1883575.14,1304616.13,95086.4,2504100.74,1822960,665247.85,15892.89,conventional,2016,West,7,17
0.74,6347964.79,3529761.56,1305030.08,18206.06,1494967.09,1296031.4,183062.26,15873.43,conventional,2017,SouthCentral,1,8
1.01,29063542.75,11544810.53,12134773.38,866574.66,4517384.18,3783261.16,718333.87,15789.15,conventional,2015,TotalUS,1,11
1.09,2494044.41,342002.87,1322818.28,248635.49,580587.77,465154.46,99695.62,15737.69,conventional,2015,GreatLakes,11,15
1.25,540206.17,283281.44,130937.32,165.68,125821.73,78005.81,32132.03,15683.89,conventional,2016,MiamiFtLauderdale,6,26
0.8,1020390.64,494425.64,276556.76,84912.97,164495.27,136560.04,12277.7,15657.53,conventional,2015,DallasFtWorth,12,27
1.28,3422495,1947873,312578,12862,1149182,818630,314965,15586,conventional,2017,Southeast,11,12
0.82,6807283.15,1998149.71,1974912.11,278558.48,2555662.85,2207054.69,333029.79,15578.37,conventional,2016,California,2,14
0.97,198769.54,3638.99,106363.84,49279.06,39487.65,21799.3,2155.38,15532.97,conventional,2015,GrandRapids,10,11
0.96,7371498.76,2676545.9,1748192.04,118365.31,2828395.51,1432984.96,1379886.53,15524.02,conventional,2018,West,3,4
1.48,289107.02,69601.63,44602.74,30844.93,144057.72,125425.49,3129.79,15502.44,conventional,2017,Detroit,3,26
1.42,169837.53,2520.38,70377.13,52300.71,44639.31,25053.61,4106.88,15478.82,conventional,2017,GrandRapids,7,16
1,5416591.81,2650640.81,1376612.19,32866.62,1356472.19,1118452.81,222546.73,15472.65,conventional,2016,SouthCentral,10,9
0.94,5498742.96,3186678.9,1033840.6,65215.62,1213007.84,1165809.84,31725.57,15472.43,conventional,2017,SouthCentral,3,19
0.77,1421970.53,780856.19,250380.23,5033.93,385700.18,268220.8,102051.19,15428.19,conventional,2018,DallasFtWorth,2,18
1.35,2624202.9,419930.06,1162528.89,129381.16,912362.79,571072.59,325870.37,15419.83,conventional,2016,GreatLakes,10,9
0.96,422762.9,177827.49,75478.01,100520.31,68937.09,52515.07,1066.62,15355.4,conventional,2015,Detroit,8,30
0.88,6246380.73,1230068.19,2457751.77,272665.17,2285895.6,2122673.09,147881.99,15340.52,conventional,2016,California,1,24
0.93,5316530.73,3199639.83,870253.1,138376.81,1108260.99,1040138.95,52798.3,15323.74,conventional,2017,SouthCentral,3,12
0.82,916958.75,552199.46,94429.85,56434.44,213895,110853.14,87748.53,15293.33,conventional,2016,WestTexNewMexico,6,12
0.89,6374019.03,1776499,2073957.12,267508.94,2256053.97,2073467.05,167309.24,15277.68,conventional,2016,California,2,21
1.34,4621126.31,453731.61,2646866.44,7610.65,1512917.61,1210266.06,287448.21,15203.34,conventional,2018,Northeast,3,18
0.93,7463494.79,2646176.67,1633418.28,109146.92,3074752.92,1203367.03,1856207.85,15178.04,conventional,2018,West,2,11
1.08,4651107.62,2795828.19,448136.41,12621.43,1394521.59,807942.12,571443.81,15135.66,conventional,2017,Southeast,12,31
1.04,364612.83,131406.58,59678.32,96298.92,77229.01,49335.73,12767.39,15125.89,conventional,2016,Detroit,1,31
0.65,3664088.6,931605.09,837742.21,90043.21,1804698.09,1567442.4,222150.04,15105.65,conventional,2016,LosAngeles,2,14
1.14,3178563,1648815.38,483659.79,4681.1,1041406.73,695382.17,330922.06,15102.5,conventional,2017,Southeast,2,19
1.86,2221613.58,446922.8,801194.66,160272.53,813223.59,525270.57,272860.81,15092.21,conventional,2017,GreatLakes,10,15
1.03,214273.18,54119.45,28847.85,229.71,131076.17,109459.43,6537.25,15079.49,conventional,2016,StLouis,7,31
0.62,3863314.25,1355793.57,1047924.35,98634.23,1360962.1,1011875.96,334016.05,15070.09,conventional,2016,LosAngeles,5,1
1.21,3452207,2032331,328178,21381,1070317,737179,318086,15051,conventional,2017,Southeast,12,3
0.68,7103726.14,4335593.06,1264050.32,18959.07,1485123.69,1360058.7,110035.17,15029.82,conventional,2017,SouthCentral,1,15
1.09,428600.2,82792.93,43727.67,29920.79,272158.81,220038.13,37118.17,15002.51,conventional,2018,Detroit,3,18
1.49,3289069.45,1771188.27,432476.69,3724.73,1081679.76,720880.75,345797.07,15001.94,conventional,2017,Southeast,4,2
1.37,4195423.29,316873.28,2323362.26,40749.92,1514437.83,1435534.01,63918.41,14985.41,conventional,2016,Northeast,8,14
1.31,2120488.01,948624.24,478847.61,7878.02,685138.14,642268.81,27923.27,14946.06,conventional,2017,Plains,6,11
0.76,3173509.36,666019.46,779056.76,92941.13,1635492.01,1520603.55,99946.94,14941.52,conventional,2016,LosAngeles,1,24
1.35,5134637.05,443927.42,2940789.85,6733.38,1743186.4,1495884.84,232372.83,14928.73,conventional,2018,Northeast,3,25
1.43,178186.11,2225.4,71380.42,47480.65,57099.64,38785,3403.65,14910.99,conventional,2017,GrandRapids,7,9
0.69,9718438.84,3353158.49,2960080.17,281618.2,3123581.98,1921219.6,1187478.3,14884.08,conventional,2016,West,2,7
0.83,284148.54,69394.57,10226.94,90.92,204436.11,170177.69,19377.27,14881.15,conventional,2016,StLouis,6,5
1.49,4018833.97,232617.59,2705082.88,15289.08,1065844.42,931973.3,119001.73,14869.39,conventional,2017,Northeast,7,30
1.45,342545.94,68514.24,51563.48,38761.83,183706.39,165252.92,3614.14,14839.33,conventional,2017,Detroit,4,16
1.19,264726.41,141795.96,34973.15,892.33,87064.97,58016.11,14213.86,14835,conventional,2016,NewOrleansMobile,9,25
1.08,6358768.95,2061960.91,1706532.52,108441.55,2481833.97,1175889.89,1291212.75,14731.33,conventional,2018,West,1,7
1.28,503076.75,271970.59,107339.21,77.92,123689.03,59675.53,49302.67,14710.83,conventional,2016,MiamiFtLauderdale,6,12
0.76,3232888.65,842358.1,671213.11,83794.46,1635522.98,1501295.38,119573.06,14654.54,conventional,2016,LosAngeles,2,21
1.3,356093.51,159850.81,74051.6,2187.84,120003.26,81818.12,23600.14,14585,conventional,2017,SouthCarolina,6,18
1.81,1100987.66,73400.68,639876.64,702.96,387007.38,358843.51,13593.87,14570,conventional,2017,NewYork,8,27
0.85,1277488.6,657914.92,213129.74,86435.89,320008.05,298365.1,7080.82,14562.13,conventional,2016,DallasFtWorth,6,26
1.31,2223310.81,801224.73,664924.43,28132.18,729029.47,707685.17,6808.01,14536.29,conventional,2017,Plains,7,2
0.86,1026317.8,581532.54,106150.45,20212.32,318422.49,212681.56,91214.82,14526.11,conventional,2016,WestTexNewMexico,7,3
0.88,6506673.96,2126066.85,2069192.92,287234.03,2024180.16,1874982.24,134692.75,14505.17,conventional,2016,California,1,31
1.31,5328934.06,1822972.31,1313977.96,83291.42,2108692.37,1314990.74,779209.02,14492.61,conventional,2017,West,8,27
1.43,1739844.71,649275.23,609832.36,6243.42,474493.7,424441.48,35663.55,14388.67,conventional,2017,Plains,8,13
1.45,167234.75,2082.16,69687.29,45132.06,50333.24,31734.93,4280.74,14317.57,conventional,2017,GrandRapids,8,6
1.09,3349139.43,708286.6,1603134.92,199248.47,838469.44,736868.61,87305.62,14295.21,conventional,2016,Midsouth,5,29
1.04,5303858,2271643,1110188,95334,1826693,815150,997264,14280,conventional,2017,West,11,19
0.97,236899.58,70089.95,10838.62,750.02,155220.99,126591.94,14354.3,14274.75,conventional,2016,StLouis,6,26
1.43,1762012.56,675558.34,580796.32,7231.22,498426.68,440097.5,44108.31,14220.87,conventional,2017,Plains,8,6
0.87,5682046.61,3137489.03,1105902.29,25630.41,1413024.88,1245189.33,153644.22,14191.33,conventional,2016,SouthCentral,8,21
1.29,361905.98,83266.74,48464.11,42531.88,187643.25,126219.14,47266.33,14157.78,conventional,2017,Detroit,5,28
1.14,4609250.24,104014.01,3018204.18,219221.82,1267810.23,1193559.27,60109.83,14141.13,conventional,2016,Northeast,5,22
1.39,293608.21,182795.19,30514.83,267,80031.19,55454.81,10461.38,14115,conventional,2017,NewOrleansMobile,5,28
0.99,812334.69,474374.03,182509.48,115.34,155335.84,67085.44,74179.84,14070.56,conventional,2016,MiamiFtLauderdale,6,19
1.04,29572225.71,13149988.71,10634070.76,871575.04,4916591.2,4287621.56,614904.92,14064.72,conventional,2015,TotalUS,3,15
0.74,3197788.06,1004134.51,721988.78,75111.71,1396553.06,1288253.52,94240.24,14059.3,conventional,2016,LosAngeles,1,31
1.55,267254.47,66396.62,40479,30384.25,129994.6,113415.54,2545.08,14033.98,conventional,2017,Detroit,7,23
1.3,496508.86,247196.33,112882.5,177.42,136252.61,75629.17,46683.16,13940.28,conventional,2016,MiamiFtLauderdale,7,31
1.33,1840889.79,832263.81,420870.92,7303.17,580451.89,534882.58,31630.61,13938.7,conventional,2017,Plains,5,21
1.02,3382800.12,467259.47,2059657.71,318102.38,537780.56,412779.64,111072.91,13928.01,conventional,2015,GreatLakes,1,4
0.95,32137333.01,13308193.4,13381347.54,737939.45,4709852.62,4022474.85,673453.54,13924.23,conventional,2015,TotalUS,2,8
0.98,5130900.02,2925166.29,1026989.3,25254.69,1153489.74,969970.7,169617.21,13901.83,conventional,2016,SouthCentral,7,31
1.17,336701.66,127175.1,42029.92,37960.27,129536.37,113573.12,2084.25,13879,conventional,2016,Detroit,7,3
1.1,1933628.13,931227.39,541981.42,6177.12,454242.2,409642.51,30741.42,13858.27,conventional,2016,Plains,9,4
1.05,3901054.42,719493.66,2200706.49,327171.65,653682.62,493009.35,146837.36,13835.91,conventional,2015,GreatLakes,5,3
1.02,335108.11,121653.22,33903.57,72329.16,107222.16,65916.23,27480.29,13825.64,conventional,2016,Detroit,4,3
1.14,3077237.12,456044.5,1617124.36,288141.07,715927.19,581802.24,120335.36,13789.59,conventional,2015,GreatLakes,7,12
1.6,672614.37,57584.22,397714.06,6602.84,210713.25,182308.65,14659.6,13745,conventional,2017,BaltimoreWashington,7,2
1.18,3258080.63,609987.32,926924.56,158478.97,1562689.78,776310.65,772667.93,13711.2,conventional,2017,GreatLakes,12,10
1.38,256543.43,158511.61,25352.42,298,72381.4,53362.71,5313.69,13705,conventional,2017,NewOrleansMobile,6,4
1.03,4558888.55,977322.22,1305676.96,24247.96,2251641.41,2062091.77,175886.82,13662.82,conventional,2018,Midsouth,3,18
1.07,3336314.35,476721.82,1631460.3,261863.52,966268.71,803974.11,148652.02,13642.58,conventional,2015,GreatLakes,6,28
1.48,262116.19,71290.38,45054.51,26987.7,118783.6,101931.36,3247.87,13604.37,conventional,2017,Detroit,3,19
1.82,1242160.85,55732.76,765117.64,3600.65,417709.8,290382.6,113734.72,13592.48,conventional,2017,NewYork,6,18
1.27,5214137.33,412621.66,3066433.39,6214.63,1728867.65,1436116.22,279239.21,13512.22,conventional,2018,Northeast,3,11
1.35,169476.04,2865.76,75494.46,45133.04,45982.78,29085.45,3455.76,13441.57,conventional,2018,GrandRapids,1,7
0.93,5647940.41,3263106.78,1162455.32,24523.4,1197854.91,1035007.77,149412.38,13434.76,conventional,2016,SouthCentral,8,7
1.75,2247856.71,444286.92,806545.92,170360.42,826663.45,555284.7,257991.63,13387.12,conventional,2017,GreatLakes,10,22
1.55,286679.02,64304.67,33590.3,27839.54,160944.51,137133.56,10425.92,13385.03,conventional,2017,Detroit,8,13
1.02,29936729.76,12628562.36,11354281.64,937138.85,5016746.91,4336247.12,667149.29,13350.5,conventional,2015,TotalUS,2,22
0.88,4737649.03,2017331.24,1314711,130849.6,1274757.19,843691.13,417746.45,13319.61,conventional,2015,West,12,20
0.93,7667064.46,2567279.74,1912986.38,118289.91,3068508.43,1309580.19,1745630.06,13298.18,conventional,2018,West,3,25
0.97,447813.52,153214.87,87106.49,131114.3,76377.86,61921.23,1180.76,13275.87,conventional,2015,Detroit,6,7
1.29,1818148.12,851477.91,524130.79,13117.72,429421.7,409630.98,6543.51,13247.21,conventional,2017,Plains,4,2
0.92,435384.45,123642.25,73381.42,26265.23,212095.55,156008.05,42872.58,13214.92,conventional,2018,Detroit,2,11
1.25,388250.81,113908.85,34529.25,26555.78,213256.93,191985.02,8146.65,13125.26,conventional,2017,Detroit,8,20
0.7,963046.73,621734.73,151510.22,30289.17,159512.61,89653.91,56745.36,13113.34,conventional,2016,WestTexNewMexico,2,14
0.76,348135.49,65689.33,21478.32,467.21,260500.63,225966.72,21420.64,13113.27,conventional,2016,StLouis,7,3
0.73,6575186.76,1338529.97,3117639.02,322305.24,1796712.53,1334037.61,449566.65,13108.27,conventional,2017,GreatLakes,2,5
0.99,4067134.96,725716.77,1755106.4,195159.52,1391152.27,1010322.96,367740.51,13088.8,conventional,2017,GreatLakes,1,8
1.32,5548410.44,2036702.69,1451163.28,107844.51,1952699.96,1060422.56,879238.7,13038.7,conventional,2017,West,8,6
1.4,167604.6,3619.4,80530.3,42489.31,40965.59,25201.76,2735.5,13028.33,conventional,2018,GrandRapids,2,11
